CONTENT_ID,CONTENT,CONTENT_TYPE_ID
812,"  <div>  Denne boka handler om Rebekka. </div>  <div>Hun er adoptert fra Korea, </div>  <div>og  har bodd i Norge siden hun var tre-fire år. </div>  <div>Hennes søster, Marion, har  nylig dødd av kreft. </div>  <div>Ingen vet hvem deres biologiske mødre var </div>  <div>og hvorfor de ga  dem fra seg. </div>  <div>&#160;</div>  <div>De bodde på samme barnehjem i Busan, </div>  <div>og Rebekka reiser dit for å  finne svar. </div>  <div>Der møter hun I-Sook og hennes datter Ji-Su. </div>  <div>Litt etter litt får vi  små innblikk i koreanske kvinners liv: </div>  <div>Etter Korea-krigen ble adopsjon </div>  <div>sett på som barmhjertighet.</div>  <div>Nå blir adopsjon sett på </div>  <div>som noe som minner om menneskehandel. </div>  <div>Kvinner ble sveket av sine menn, </div>  <div>og ofret mye for å bevare familiens ære.</div>  <p>&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160; </p>  <div>Boka har to fortellerstemmer. </div>  <div>Den ene er Rebekkas og den  andre er I-Sook, </div>  <div>og kapitlene er merket <strong>Rebekka</strong>&#160;og <strong>I-Sook</strong>, </div>  <div>så de er lette å  skille fra hverandre. </div>  <div>Språket er muntlig og mange av kapitlene er korte.</div>  <div>  <p>&#160;</p>Anne Kyong-Sook Øfsti (født 1962) </div>  <div>er familieterapeut og har  tidligere gitt ut </div>  <div>fagboka <strong>Parterapi</strong>  (Universitetsforlaget). </div>  <div><strong>Si at vi har hele  dagen</strong> er hennes første roman.  <p>&#160;</p></div>  ",851
813,"  <div>  I denne boka får du møte doktor Khadija.</div>  <div>Hun er lærer på en  jordmorskole i en småby i Afghanistan. </div>  <div>Du får møte elevene Nilab, Malalai,  Meena og Shagofa. </div>  <div>Du får møte Nilabs bror, Yahya, som blir truet på livet av  Taliban, </div>  <div>fordi søsteren hans går på skole. </div>  <div>Du får møte Asma, bestyreren på  internatet som jentene bor på. </div>  <div>Hun har flyktet fra en voldelig ektemann </div>  <div>og tør  nesten ikke håpe på en skilsmisse.</div>  <p>&#160;</p>  <div>Du får høre jentenes fortellinger </div>  <div>om hvordan det er å vokse opp  i krig. </div>  <div>Om hvordan alle parter i krigen virker like truende, </div>  <div>og hvor umulig det  er å velge side. </div>  <div>Du kan lese om hvordan det nesten ikke går an </div>  <div>å stole på noen,  eller noe. Om hvordan en trussel kan fikses </div>  <div>bare man har penger til å betale  seg ut av det. </div>  <div>Her er historier om å ikke vite noe om sine rettigheter som  kvinne. </div>  <div>Om å hjelpe noen uten å vite om man kan hjelpe seg selv. </div>  <div>Om å flykte.  Om å drepe. Om å ta imot liv.</div>  <p>&#160;</p>  <div>Boka er delt inn i fire deler: <strong>Balansekunst, Jordmødrene i  Wardak, </strong></div>  <div><strong>Livet imellom</strong> og <strong>Krig for fred</strong>. Delene inneholder korte kapitler </div>  <div>som  forteller hver sin sterke historie. Språket er lettfattelig, </div>  <div>og kapitlene er bygd opp på en sånn måte </div>  <div>at man bare må bla videre for å finne ut hva som skjer. </div>  <p>&#160;</p>  <div><strong>Kristin Solberg</strong> (født 1982) er korrespondent for Aftenposten </div>  <div>og den svenske avisa Dagens Nyheter, i Afghanistan, India og Pakistan. </div>  <div>Hun har tidligere  gitt ut boka <strong>Gjennom de renes land </strong>(2010).</div>  <p>&#160;</p>  <p>&#160;</p>  ",852
814,"  <p>  Det forsøker denne boka å gi et svar på. Med over 75 prosent sysselsatte, er Norge blant de høyeste av OECD-landene. Jo  flere som er ute i arbeidslivet, desto større blir sjansen for at noen må få  hjelp av trygdesystemet, i form av sykelønn, uførepensjon og liknende. Så selv  om antallet på sykelønn og  uførepensjon øker, har andelen reelt  sett gått ned.</p>  <p>&#160;</p>  <p>Du kan lese at et stabilt og velfungerende velferdssystem  påvirker mange ting på arbeidsplassen. Når man vet at man ikke mister jobben selv om man er syk, oppstår det  et tillitsforhold mellom arbeidstaker og arbeidsplass. Når man vet at man ikke  mister lønn selv om man er syk, vil  ikke økonomisk ruin være en stressende faktor som kan ødelegge for  rehabiliteringen. </p>  <p>&#160;</p>  <p>Ved arbeidsløshet får man i Norge støtte av staten, og man  er ikke avhengig av å bli forsørget av foreldre eller ektefelle. </p>  <p>&#160;</p>  <p>Boka er skrevet i et muntlig språk, og du kan lese flere  personlige historier: Både fra Nav-ansatte og Nav-brukere.</p>  <p>&#160;</p> Dette er den første boka i serien<em> Fellesskap fungerer</em>. Bok nummer to handler om arbeidslivet og fagforeningene i Norge. Bok nummer tre kommer høsten 2014.<br />    <p>&#160;</p>  <p><br />  </p>  <p>&#160;</p>  ",853
815,"  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">Fagbevegelsen spiller en stor rolle i Norge. </div>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">I&#160;denne boka kan du lese hvilke ringvirkninger det gir at fagbevegelsen har (og har hatt) en så stor rolle. </div>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">Små lønnsforskjeller og gode arbeidsvilkår er noen av dem. </div>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">Det igjen skaper fellesskap og gjensidig tillit mellom menneskene i samfunnet.</div>  <p style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">&#160;</p>  <div>Boka er delt inn i tre deler:&#160;</div>  <div><em>Hvorfor går det så bra med Norge?</em>&#160;</div>  <div><em>Hvorfor er sterke fagbevegelser bra for norsk økonomi?</em>&#160;</div>  <div>Og&#160;<em>Trusler mot den norske modellen</em>. </div>  <div>Hvert kapitler har underkapitler tydelig merket i innholdsfortegnelsen.&#160;</div>  <div>&#160;</div>  <div>Du kan blant annet lese om hvordan vi i Norge har lav arbeidsløshet, </div>  <div>varig høy økonomisk vekst, evne til omstilling og evne til å ta i bruk ny teknologi, </div>  <div>og effektiv offentlig sektor.</div>  <p style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">&#160;</p>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">I denne boka er det forsøkt å skrive om et mangesidig og komplisert system på en enkel måte, </div>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">men det er mange faguttrykk og fremmedord. Boka inneholder en del grafer og bilder.</div>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">&#160;</div>  <div style=""padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; border-top-width: 0px; border-right-width: 0px; border-bottom-width: 0px; border-left-width: 0px; border-style: initial; border-color: initial; border-style: initial; border-color: initial;"">Dette er bok nummer to i serien <em>Fellesskap fungerer</em>. Den tredje kommer høsten 2014.</div>  ",854
816,"  <div>  Mickey Bolitar bor i kjelleren til onkelen sin, Myron. </div>  <div>Faren har dødd i  en bilulykke. </div>  <div>Moren er på avrusning. </div>  <div>Mickey skal begynne på helt ny skole og  kjenner ingen. </div>  <div>&#160;</div>  <div>Allerede på vei til første skoledag, </div>  <div>treffer han den mystiske  Bat Lady. </div>  <div>Hun forteller Mickey at faren hans ikke er død likevel. </div>  <div>Mickey kan  ikke tro det </div>  <div>– han var jo der i bilen da ulykken skjedde. </div>  <div>Likevel vil han så  gjerne tro at faren fortsatt lever.</div>  <p>&#160;Kort tid senere forsvinner jenta han har forelsket seg i,  Ashley.</p>  <div>Alt dette leder Mickey inn i en farlig underverden </div>  <div>sammen med de eneste på skolen som vil være venner med ham: </div>  <div>halv-autistiske Spoon  og emojenta Ema.&#160; </div>  <p>&#160;</p>  <div>Denne boka har en del tekst, og det finnes enkelte fremmedord.  </div>  <div>Men den er såpass spennende skrevet at den er vanskelig å legge vekk. </div>  <div>Hvordan  vil det gå for Mickey Bolitar? </div>  <div>Lever faren hans virkelig, eller er han bare et  minne? </div>  <div>Hva skjedde med Ashley? Hvem er mannen i den svarte bilen? </div>  <div>Les og  finn ut.</div>  <p>&#160;</p>  <div><strong>Harlan Coben</strong> er en bestselgende krimforfatter, </div>  <div>og bøkene hans er  oversatt til mer enn 40 språk. </div>  <div><strong>Beskytteren</strong>  er første av tre bøker om Mickey Bolitar.</div>  ",855
817,"  <div>Om natten er han superhelten Brune.</div>  <div>Sammen med vennene sine, tar han hevn.</div>  <div>&#160;</div>  <div>""Brune"" har korte setninger,</div>  <div>ryddig oppsett,</div>  <div>morsome tegninger og gode dialoger. </div>  <div>Passer godt for barn i alderen 6 - 9 år,</div>  <div>men også for ungdom.</div>  <div>&#160;</div>  <div>Du MÅ lese den!</div>  <div>&#160;</div>  <div><strong>Håkon Øvreås</strong> (født i 1974 ) er forfatter</div>  <div>og har skrevet dikt for voksne og ""Brune"" for barn.</div>  ",856
818,"  <div>Olene er noen små, blide kryp.</div>  <div>De er alle like.</div>  <div>Men det forandrer seg fort.</div>  <div>&#160;</div>  <div>Fin og kort bok.</div>  <div>Veldig lite tekst pr side.</div>  <div>Stor skrift.</div>  <div>Gøyale tegninger.</div>  <div>&#160;</div>  <div>Passer for 3-6 år.</div>  <div>&#160;</div>  <div><strong>Oliver Jeffers</strong> (født 1977, i Belfast)</div>  <div>Er en irsk maler og barnebokforfatter.</div>  <div>Han bor i New York</div>  <div>og har solgt 1,5 millioner bøker!</div>  ",857
819,"  <div>Han stjal den fra en veldig stor fisk.</div>  <div>Den store fisken vil gjerne ha den tilbake...</div>  <div>&#160;</div>  <div>Fra 3 - 8 år.</div>  <div>Stor skrift og veldig fine tegninger.</div>  <div>Lur, lun og bra bok!</div>  <div>&#160;</div>  <div><strong>Jon Klassen</strong> (født 1988, i Kanada)</div>  <div>er en kanadisk forfatter og illustratør.</div>  ",858
820,"  <div>Når man skal spise opp maten sin,</div>  <div>kan det være fint å få hjelp av</div>  <div>en krokodille, en bjørn og en ulv.</div>  <div>&#160;</div>  <div>Stor skrift, fargerike tegninger.</div>  <div>Passer for barn i alderen 3-6 år.</div>  <div>&#160;</div>  <div><strong>Rebecca Cobb</strong> (født 1982)</div>  <div>er en britisk illustratør og forfatter.</div>  ",859
821,"  <div>Lille Pi har brukket armen sin.</div>  <div>Og tenker på så mange triste ting.</div>  <div>&#160;</div>  <div>Fra 3 år.</div>  <div>Finnes både på bokmål og nordsamisk.</div>  <div>Mange tegninger og litt liten skrift.</div>  <div>Poetisk språk med mange metaforer.</div>  <div>&#160;</div>  <div><strong>Hege Siri</strong> (født 1973)</div>  <div>Er en samisk forfatter.</div>  <div>Hun har også skrevet dikt for voksne.</div> ",860
822,"  <div>Han har en datter som heter Christina.<br />  Det er spennende å få en stesøster,<br />  men Ella liker ikke at guttene i klassen synes Christina er søt.<br />  Da Christina sier at hun har tenkt å kysse Bendik, blir Ella helt iskald.<br />  Bendik er jo hennes kjæreste.<br />  Eller er han det? </div>  <div>&#160;</div>  <div><strong>Unni Lindell</strong> (født 1957 i Oslo) er en norsk forfatter. Lindell er kjent som forfatter av kriminalromaner, barnelitteratur, og ungdomslitteratur. </div>  ",861
823,"  <div>Her er fakirenes historie.</div>  <div>De har plaget seg selv i minst 4000 år.</div>  <div>Det finnes fakirer nå også, </div>  <div>de sluker sverd, svelger flammer og sitter på spikermatter</div>  <div>Kan man lære noe av fakirer? </div>  <div>Ja, faktisk.</div>  <div>Ikke å sluke sverd.</div>  <div>Men å slappe av i kroppen og forberede seg.</div>  <div>&#160;</div>  <div>Humørfylte illustrasjoner</div>  <div>&#160;</div>  <div>  <p><strong>Bengt-Erik Engholm</strong> (født 1959) er en svensk forfatter.</p>  <p>&#160;</p></div>  ",862
824,"  <div>Lettlest og underholdende faktabok om mumier. </div>  <div>Hvordan lager man en mumie? </div>  <div>Egypterne var eksperter på å lage mumier. </div>  <div>Det finnes andre mumier i verden også.</div>  <div>Noen har blitt til av seg selv.</div>  <div>&#160;</div>  <div>Humørfylte illustrasjoner.</div>  <div>&#160;</div>  <div><strong>Malin Lilja</strong> er svensk, det i grunnen alt vi vet om henne.</div>  <p>&#160;</p>  ",863
825,"  <div>Det er vinter. </div>  <div>Det blåser ute, lydene er mange og skumle. </div>  <div>Kaninen prøver med gulrot, det pleier å hjelpe. </div>  <div>Men hun vil ikke være alene! </div>  <div>Hun går ut i uværet.</div>  <div>&#160;</div>  <div>Fin liten fortelling med sprø tegninger.</div>  <div>&#160;</div>  <div><strong>Trond Brænne</strong> (1953-2013) var forfatter og skuespiller. Han debuterte med barneboken ""Adrian og broen"" i 1986 og skrev en rekke bøker for barn og ungdom i tillegg til hørespill, teaterstykker og sangtekster. Han har gitt stemme til flere tegnefilmer og arbeidet med teater, film og fjernsyn.</div>  <div>&#160;</div>  <div>  <p><strong>Per Dybvig</strong> (født 27. januar 1964 i Stavanger) er en norsk tegner, illustratør og billedkunstner.</p>  <p>&#160;</p></div>  ",864
826,"  <div>Bokversjonen av ""What does the fox say"".</div>  <div>På norsk, med Svein Nyhus sine sprelske tegninger.</div>  <div>&#160;</div>  <p><strong>Ylvis</strong> er en norsk komikerduo og musikalsk revygruppe bestående av brødrene Bård (født 1982) og Vegard Ylvisåker (født 1979). </p>  <div>&#160;</div>  <div><strong>Svein Nyhus</strong> (født 1962 i Tønsberg) er en norsk illustratør og barnebokforfatter.</div>  <p>&#160;</p>  ",865
827,"  <div>Når alle sover,</div>  <div>er katten våken.</div>  <div>I denne fine fortellingen</div>  <div>får du vite hva katten gjør.</div>  <div>Når menneskene sover.</div>  <div>&#160;</div>  <div>Boken har litt liten skrift,</div>  <div>men enkle ord og fine tegninger.</div>  <div>&#160;</div>  <div><strong>Lars Saabye Christensen</strong> (født 1953 i Oslo) er en norsk forfatter.</div>  <div>&#160;</div>  <div>&#160;</div>  <p>&#160;</p>  ",866
828,"  <div>Visste du at det er flere bakterier i én liten bæsj enn det er mennesker på jorda, </div>  <div>og at disse ørsmå organismene styrer oss?</div>  <div>&#160;</div>  <p>&#160;</p>  <div>I denne boka får du vite alt om bakterier.</div>  <div>Boken har litt liten skrift,</div>  <div>men enkelt språk</div>  <div>og den er både spennende og morsom!</div>  <div>&#160;</div>  <div><strong>Bjørn Arild Ersland</strong> (f. 1965) har skrevet en rekke bøker for barn. </div>  <div>Han skriver både fagbøker, bildebøker og lettlestbøker.</div>  <p>&#160;</p>  <div>&#160;</div>  <div>&#160;</div>  <div>&#160;</div>  ",867
829,"  <div>Første klasse elsker gym.</div>  <div>De vil overnatte i gymsalen! </div>  <div>Og tenk, så får de lov. </div>  <div>De har på seg pysj, løper hinderløp og sover i sovepose. </div>  <div>Det er nesten enda bedre enn gym!</div>  <div>&#160;</div>  <div>Boken har lite tekst på hver side.</div>  <div>Stor skrift og mange tegninger.</div>  <div>&#160;</div>  <div>  <p><strong>Helena &#160;Bross</strong>, (født 1950&#160;i&#160;Stockholm) er en svensk&#160;lærer og barnebokforfatter.</p>  &#160;</div>    ",868
830,"  <div>Veldig bra bok,</div>  <div>om hvor vanskelig det kan være</div>  <div>å eie en elg...</div>  <div>&#160;</div>  <div>Store bokstaver, </div>  <div>lite tekst på hver side&#160;</div>  <div>og nydelige tegninger.</div>  <div>&#160;</div>  <div>  <p><strong>Oliver Jeffers</strong>&#160;(født i Belfast i 1977) skriver og tegner nydelige bøker som passer for alle aldre.</p>&#160;</div>  <div>&#160;</div>  ",869
831,"  <div>Klara er ikke forelsket i Matias,</div>  <div> slik alle tror, </div>  <div>men i den to år eldre nabojenta Sofie.</div>  <div>&#160;</div>  <div>En vakker historie om den første kjærligheten.</div>  <div>&#160;</div>  <div>Stor skrift, korte kapitler og enkle setninger.</div>  <div>&#160;</div>  <div>  <div><strong>Thomas Marco Blatt</strong>&#160;(født&#160;1980&#160;i&#160;Sør-Korea) er en norsk forfatter.</div>  <div>Tidligere har han skrevet dikt for voksne.&#160;</div>  &#160;</div>    ",870
